FIPS,year,median_household_income,poverty_rate,bachelor_plus_rate,unemployment_rate_acs,CO,NO2,PM2_5,PM10,O3,prcCancer_non_skin,prcAsthma,prcCoronaryHeartDisease,prcCOPD,prcSmoking,prcDiabetes,prcLPA,prcObesity,prcStroke
38081,2022,75648.0,0.0620854338020695,0.1843920145190562,0.0146780303030303,0.2185565892592339,4.499572074402239,6.159143645300458,20.6802468842131,0.0323182149052598,8.5,8.5,7.7,6.4,16.2,10.6,24.8,32.4,3.2
38081,2023,77697.0,0.0787172011661807,0.1908698777857656,0.0114997604216578,0.2498167735803298,4.900328909130119,8.992193308691801,21.13297420783476,0.033781521430344,10.2,9.7,7.7,7.0,13.8,11.8,24.5,41.2,3.7
38083,2019,51055.0,0.1236520488856937,0.1460055096418732,0.0224137931034482,0.1805823988318026,3.904727357016981,5.481513037317164,12.725936046208709,0.0309558978609888,11.7,8.6,10.9,9.5,17.3,14.1,36.0,35.9,5.2
38083,2020,54250.0,0.0624012638230647,0.1485826001955034,0.0171821305841924,0.1798505997162236,3.585183345674692,5.860141257496473,16.039171812219656,0.0299864779695468,11.1,9.2,12.1,9.9,19.5,15.2,32.7,34.7,5.4
38083,2021,61125.0,0.0432801822323462,0.1394460362941738,0.006269592476489,0.192832151735951,3.73417326009044,8.281070473384744,21.26834055946759,0.0316292475895126,11.0,8.4,9.7,8.2,15.1,12.5,29.8,34.9,4.5
38083,2022,68684.0,0.0693293142426526,0.1432637571157495,0.0078864353312302,0.1632425361564887,3.589346778811392,6.51179217690258,19.71547019414804,0.0312266846195626,10.8,8.8,10.7,8.9,16.8,13.4,29.0,33.4,4.6
38083,2023,67361.0,0.0854765506807866,0.2025193798449612,0.0108024691358024,0.1930159091907539,3.879674723864734,9.505879444611407,21.51439200401958,0.0337156460002975,13.4,9.8,10.5,9.0,13.8,13.9,28.2,36.2,5.0
38085,2019,38939.0,0.3821611551001397,0.1500850340136054,0.1868131868131868,0.20343046122581,3.634347270115106,5.44542437862264,12.33566247735566,0.0321788159473347,6.3,12.4,10.0,10.9,34.1,17.1,42.7,48.2,6.0
38085,2020,41893.0,0.3290367940004687,0.1446862996158771,0.1678832116788321,0.1975424918902867,3.2597840619366982,5.849758476942593,15.832945465343006,0.0313249610120486,6.1,14.2,10.4,11.2,36.6,18.2,34.8,42.7,5.8
38085,2021,39755.0,0.3853397811147875,0.1362126245847176,0.1839587932303164,0.2079543258952979,3.474310716396703,7.9375792117374,20.21542645993076,0.0329463552829152,5.9,12.9,9.3,10.8,34.8,19.1,40.5,48.4,5.4
38085,2022,41201.0,0.3974392474523125,0.1146744412050534,0.2069992553983618,0.1813706575971622,3.3607690499079768,6.221062808869223,19.00649310664344,0.0327368900537012,5.6,13.1,9.5,10.8,34.4,18.2,37.7,46.8,5.7
38085,2023,41676.0,0.4274193548387097,0.1117021276595744,0.2153960029607698,0.2080652172459622,3.6319219055586016,8.730942059909939,19.918874980069244,0.0347415156299883,5.9,14.7,9.9,12.2,32.9,20.2,39.1,49.1,6.0
38087,2019,63611.0,0.0754716981132075,0.2591911764705882,0.0210843373493975,0.2391715596223375,3.068317736638766,4.619691498865002,11.213522593135671,0.032841774019841,9.4,8.3,8.1,7.3,16.2,11.4,30.5,37.2,3.9
38087,2020,65833.0,0.049492385786802,0.2590673575129533,0.0209424083769633,0.2229621285119651,2.66978817246469,5.004926031566611,14.355422659105107,0.0325938790413034,9.3,8.5,8.6,7.1,17.0,11.4,24.3,34.1,3.7
38087,2021,67614.0,0.0451612903225806,0.2620689655172414,0.0485933503836317,0.2286746248024728,2.89448041529614,7.014917455396443,17.401668305372734,0.0344871080073342,9.8,8.3,8.4,7.3,14.5,11.7,27.1,37.6,3.8
38087,2022,70625.0,0.046594982078853,0.227906976744186,0.0454545454545454,0.2090033570375447,2.8849667367307936,5.81122589768542,16.956822704840587,0.0337693689336931,9.3,8.6,9.0,7.4,15.9,11.8,26.2,31.9,3.8
38087,2023,62500.0,0.0641509433962264,0.2277867528271405,0.0543735224586288,0.2260843938702925,3.111765512415663,7.862195195983739,17.405164740467857,0.0353095202001451,12.6,9.8,10.3,9.4,15.2,14.6,27.0,38.3,4.9
38089,2019,72045.0,0.0876181692414111,0.224478756884343,0.0254381694255112,0.232229679644339,2.771491015005704,4.638998748850829,8.519565263394425,0.0320141840114898,6.9,8.5,5.8,5.7,18.8,8.6,29.7,37.6,2.8
38089,2020,69412.0,0.1056289545290627,0.245016077170418,0.0270780090057198,0.2191935141789004,2.320083094455224,4.77789074055028,10.478903462886514,0.0314644480838676,6.9,8.6,6.3,5.8,20.1,8.7,22.7,38.3,2.9
38089,2021,70364.0,0.1085249491631471,0.2593471246915923,0.0266438234772848,0.2261706248744612,2.62119876961087,7.454074748792268,16.260958923352693,0.0333918288886132,7.0,8.8,5.7,5.9,16.4,9.1,24.4,39.9,2.8
38089,2022,78734.0,0.1014524373519511,0.2522611181404939,0.028636021100226,0.2044395880562302,2.4893515900451755,5.725177606326685,15.55584859470411,0.0327032063714264,6.4,8.9,6.2,5.7,18.1,8.8,23.3,27.7,2.8
38089,2023,80744.0,0.1099304001988565,0.2716673690125017,0.0310332667215234,0.2246208669961351,2.7360183659428863,8.44461778073876,16.2338447982966,0.0343919877728483,7.8,9.8,6.0,6.0,14.1,9.5,23.5,37.4,3.0
38091,2019,70724.0,0.0575043128234617,0.3092621664050236,0.0413650465356773,0.2456874691016629,4.639000172554597,6.321401058220611,14.434600898000305,0.030830492572281,9.6,8.1,7.5,6.3,14.0,10.5,27.0,35.0,3.5
38091,2020,77167.0,0.0957622454595487,0.2825077399380805,0.0054945054945054,0.2341335986192036,4.388044787611768,6.338303878718856,14.61928870631846,0.0296737542708417,9.2,8.3,8.0,6.5,16.0,11.0,22.7,34.4,3.5
38091,2021,81354.0,0.1213903743315508,0.295933734939759,0.020629750271444,0.2422367803464745,4.588596882863199,8.846664955578982,20.94552310019745,0.0311565485946398,9.6,8.5,8.0,6.8,13.7,11.4,25.1,38.2,3.6
38091,2022,85750.0,0.1302142051860202,0.2998430141287284,0.0222222222222222,0.2184186424774723,4.24325222187934,6.527250091949321,19.80174323618715,0.03166230243489,9.3,8.6,8.5,6.7,14.4,11.4,23.2,33.4,3.5
38091,2023,80313.0,0.1328711727325245,0.295796986518636,0.0353227771010962,0.2467434097602032,4.709532789573073,9.70541586016664,20.349507638280937,0.0335259839195116,11.1,9.8,8.7,7.9,14.2,12.7,24.9,35.0,4.1
38093,2019,57674.0,0.1211746522411128,0.2366438356164383,0.0323956442831216,0.2220059335699168,4.484944494950634,6.055613869825619,14.170024988007077,0.0317266394466337,8.2,8.8,7.0,6.7,17.9,10.1,33.2,34.8,3.5
38093,2020,52815.0,0.1225259676502506,0.2412095152229696,0.0447882736156351,0.2136805373181754,4.129462258351696,6.283639964398064,17.283870327571723,0.0306639536992228,7.9,9.0,7.7,6.9,18.8,10.2,25.2,34.4,3.5
38093,2021,54652.0,0.1254658385093167,0.2386523163313055,0.0468424705065926,0.2230998190281128,4.338760534683981,8.12199310453404,21.066623331355405,0.0321904988840869,8.0,8.8,7.0,6.9,16.9,10.3,26.9,41.2,3.3
38093,2022,59167.0,0.131269690453568,0.2447524488571999,0.0466101694915254,0.1976114578065842,4.2010640190745,6.2895619948189525,19.79337232601524,0.0324474350654987,7.6,9.3,7.5,7.0,17.9,10.2,25.0,32.9,3.4
38093,2023,60172.0,0.1243014650354931,0.2442588726513569,0.0364328439369222,0.2254389041327856,4.485815497955045,8.824781755517614,20.4328248386286,0.0343794021603482,9.4,10.3,7.3,7.3,15.3,10.9,24.7,39.7,3.6
38095,2019,52300.0,0.1044638748274275,0.169857936998147,0.0326188257222739,0.2322430617599324,4.315336562009654,6.048063924116724,13.4069300699073,0.0318397072501584,10.0,8.6,9.1,8.3,18.1,12.7,33.6,37.8,4.4
38095,2020,49464.0,0.0906965871902758,0.144570707070707,0.0205223880597014,0.2222130932658848,3.928194643412221,6.338765961031842,16.3279290920112,0.030876832740417,9.8,9.3,10.3,8.8,19.3,13.8,28.0,36.1,4.7
38095,2021,51912.0,0.1484082397003745,0.1500615006150061,0.0330500472143531,0.2310965743635814,4.148893252132991,8.134526197297884,20.07080713523226,0.0324342381217213,9.9,9.2,9.7,9.2,18.2,14.2,31.6,38.0,4.6
38095,2022,61250.0,0.1371428571428571,0.1706070287539936,0.0157992565055762,0.2069916252310725,4.034728060816037,6.423156944309597,19.050962249212084,0.0326068098878699,9.4,9.2,9.7,8.7,19.1,13.3,30.3,36.9,4.3
38095,2023,63017.0,0.1151044196211753,0.1891174518911745,0.0136319376825705,0.2325973861538912,4.254059215028747,8.791949959385049,19.690170725590303,0.0345337519357663,11.3,10.5,10.1,9.9,16.9,15.0,30.3,43.9,4.9
38097,2019,64453.0,0.0642744479495268,0.2894156560088203,0.0298757170172084,0.2513028903121356,4.59311310883964,6.354496527320023,14.362390452713743,0.0303177976596774,8.4,8.3,6.7,6.0,15.2,9.6,28.0,37.7,3.3
38097,2020,67604.0,0.0461477780699447,0.3014598540145985,0.02757793764988,0.2388647546663487,4.393089251226574,6.276862479798951,13.272613450994472,0.0291530500198003,8.4,8.7,7.5,6.2,17.2,10.5,22.5,36.0,3.3
38097,2021,73113.0,0.0600262123197903,0.3038694296717403,0.0212765957446808,0.2469047230244178,4.579811527710234,9.22322670698268,20.940476650958544,0.0306030261733327,8.4,8.6,6.6,6.0,13.6,9.6,24.4,36.7,3.1
38097,2022,81157.0,0.0656150583244963,0.3062764586784465,0.0203743188817815,0.2230363054881001,4.152638285596239,6.602004291603833,19.820908142319738,0.0311736911525444,8.0,8.8,7.2,6.1,15.7,9.9,22.8,32.0,3.1
38097,2023,88289.0,0.0694647363527692,0.3121429887599042,0.0221436984687868,0.2522155713807793,4.7006004846399545,10.18053233872501,20.422691964144427,0.0330439209265569,9.7,9.7,6.8,6.2,12.3,10.5,22.5,38.2,3.3
38099,2019,55700.0,0.0907884761182714,0.1719510590711748,0.0252661974372856,0.247191925276863,4.897307938895437,6.324029365324739,14.624129647902198,0.0315391143916961,8.5,8.7,8.0,7.5,17.2,11.7,34.0,39.2,3.9
38099,2020,55428.0,0.0941063727839003,0.1743180306054557,0.02275600505689,0.2352889939728277,4.511512642442229,6.437075920697644,16.669875168890222,0.030499095622297,8.6,8.9,9.2,7.9,19.5,12.7,27.8,36.9,4.1
38099,2021,59368.0,0.096551724137931,0.1805686565152944,0.0237212750185322,0.2435997746866478,4.745456881255098,8.392236176044277,20.47712191720389,0.0319993148621987,8.5,8.8,8.2,7.8,16.8,12.4,29.8,36.0,3.8
38099,2022,68082.0,0.0968429207824908,0.1790073230268511,0.0225140712945591,0.2201772174022847,4.584001042273818,6.461213040278195,19.4724575591146,0.0323967029676688,8.3,9.1,8.7,8.0,18.7,12.2,31.0,32.9,3.9
38099,2023,69976.0,0.1050330353672755,0.1953865165453796,0.0214177407126611,0.2472858860100253,4.841299512297736,9.035378247120402,20.045625157710525,0.0343339114824319,10.1,9.9,8.2,7.8,14.8,12.4,26.7,35.8,4.1
38101,2019,68871.0,0.0946213051421041,0.2929316125476507,0.0289406826466364,0.2201439107368282,2.323249808988764,4.50774839470014,5.725490196078432,0.0295001289198606,6.3,8.3,4.9,4.9,17.0,8.1,27.3,36.9,2.5
38101,2020,68098.0,0.0907987048030221,0.29045318610536,0.0396584125580367,0.2110710441780214,1.794118789473684,4.744711216892597,5.644628099173554,0.0295396666666666,6.2,8.6,5.8,5.2,18.3,8.3,22.3,34.9,2.6
38101,2021,72227.0,0.0965418081022189,0.2936086887224208,0.0433539648616392,0.2201451028761435,2.0726253885714288,8.035710366666667,17.81758601750819,0.03108450755287,6.3,8.8,5.1,5.1,14.8,8.5,25.9,36.8,2.5
38101,2022,78143.0,0.090327431410417,0.294003737812704,0.0374376743006845,0.195623130868503,1.6345501768115942,5.415271821879383,16.694919958481137,0.0315964425770308,6.0,8.7,5.2,5.0,16.0,7.9,23.4,35.1,2.4
38101,2023,79273.0,0.0778703099994072,0.2966397335193896,0.034374195025616,0.2196455597460429,2.0471423609467454,9.383548586267604,17.67341653884383,0.0338459369863013,7.6,9.9,5.3,5.2,12.6,8.8,22.6,33.9,2.7
38103,2019,57582.0,0.0861096873398257,0.2218045112781954,0.0258264462809917,0.2008201368121225,4.145159952126179,5.807792738997332,13.309732098726522,0.0315071676305919,10.7,8.4,9.1,7.9,15.6,11.9,31.4,35.4,4.3
38103,2020,56519.0,0.0858267716535433,0.2224137931034482,0.0337250894225855,0.1958696007299827,3.801447684300748,6.132896577682597,16.53034704463766,0.0305277902835879,10.0,8.9,10.0,8.1,17.7,13.0,26.8,34.2,4.4
38103,2021,58932.0,0.0881758463870641,0.2189088444595052,0.0138957816377171,0.2071874582026977,3.9796202136334937,8.166551407540217,20.817346785806823,0.0321046341488709,10.3,8.6,8.9,7.9,14.9,11.9,29.0,35.9,4.2
38103,2022,59732.0,0.107739778863461,0.2157546183339142,0.0177394830207805,0.1796357008081163,3.852352510996318,6.417886491801554,19.51551312389251,0.0320598261533314,9.9,8.8,9.4,7.9,15.9,12.4,27.8,33.3,4.0
38103,2023,61346.0,0.1051128990397093,0.2225054624908958,0.0161117078410311,0.207947329503824,4.122888646102719,9.052001345877215,20.65368461600793,0.0342115909354924,11.7,10.1,9.5,9.0,14.7,13.8,27.0,37.8,4.6
38105,2019,87161.0,0.0611830266442212,0.2356152125279642,0.02163399032711,0.242389416560197,2.410767145009103,4.062329990250697,6.44475138121547,0.0274171727019498,5.6,8.2,4.4,4.7,18.9,7.3,28.9,37.2,2.3
38105,2020,79508.0,0.0582442080311538,0.255947426067908,0.0342644130112853,0.2280265560779346,1.94117072429452,4.873093533636944,10.694645259124457,0.0312685564370235,6.0,8.6,5.5,5.1,20.2,8.6,21.4,38.8,2.5
38105,2021,80142.0,0.0705984662819195,0.2440758293838862,0.0305616477543625,0.2341598987852796,2.250125304572549,7.571477215236449,13.17210512447803,0.0326918671833829,5.8,8.7,4.9,5.1,16.5,8.1,25.3,38.4,2.5
38105,2022,86139.0,0.0741440438912036,0.2449891380087715,0.0247743422316112,0.2136773333965596,2.1906704232076546,5.621159452839013,15.31932166448644,0.0323999636993994,5.3,9.1,5.0,5.0,18.8,7.8,22.4,35.4,2.3
38105,2023,90224.0,0.0875893637813094,0.237436625430947,0.0254758560565699,0.2314308843590629,2.485888875215992,8.364623540432637,16.28188159981997,0.0342052055935568,6.5,10.2,5.1,5.4,15.6,8.9,24.1,40.4,2.7
39001,2019,39079.0,0.206554627975648,0.1317743719386949,0.0544793087767166,0.2331494122989886,7.14622643989108,7.613531466480365,13.42120900032582,0.0320215284716065,8.5,11.4,10.1,13.9,29.0,15.5,37.4,40.5,5.0
39001,2020,40067.0,0.2023460410557184,0.1552333245452148,0.0660258713618397,0.2210090505823346,6.640745124638611,7.234737275810842,13.64685695918745,0.02958202040228,8.0,10.8,10.6,13.2,29.1,15.6,35.6,39.4,4.9
39001,2021,44467.0,0.1923232919140149,0.1595529536987759,0.0649269682935518,0.2549348431304539,7.117466528585431,8.2363275051821,15.1092942111489,0.0303326780855146,8.0,11.1,9.3,12.3,24.1,15.1,34.0,42.1,4.2
39001,2022,46234.0,0.1964140480591497,0.1522248243559719,0.0577614085519223,0.2392625734141152,7.17604448880507,7.437967148715622,15.127203360222977,0.031729029028315,7.7,11.1,9.9,13.1,28.1,14.6,34.1,42.1,4.6
39001,2023,49521.0,0.2032922418247582,0.1425149063032368,0.0649851898393322,0.2615309660506903,7.091058645427966,9.407507145460874,17.661770222283955,0.033743122019271,9.5,11.8,9.2,11.8,21.9,15.7,35.3,40.3,4.6
39003,2019,53131.0,0.1392581097014098,0.1893267770626943,0.0535336519627046,0.2412298815941831,8.110058033910782,7.187715403372245,16.537672605657455,0.0353561097560975,7.7,10.0,8.1,9.7,21.6,13.5,34.5,38.9,4.1
39003,2020,51892.0,0.1288339824732229,0.1865394346851731,0.0563781772111806,0.2243146431003275,7.1854619979772565,5.3694368585607934,16.263383736444847,0.0334864333333333,7.5,9.7,8.4,9.6,23.2,13.0,28.3,36.7,3.9
39003,2021,55114.0,0.1303373761443599,0.1911850299749723,0.0613012106635406,0.2578750001210833,7.65195274518358,6.8974243818181815,18.124685649229114,0.0343623780487804,7.7,10.5,7.7,9.2,20.9,13.7,31.7,42.5,3.7
39003,2022,58976.0,0.1232541293857188,0.1914498955701286,0.0608146523716699,0.2377040647544391,7.579076781235068,6.999165586340206,18.324211020212,0.0353300571428571,7.4,10.6,8.7,9.8,21.6,13.1,29.1,38.6,3.8
39003,2023,62001.0,0.1310514797619291,0.1993422014325391,0.0585159616837891,0.2647023341463053,7.525193750670118,8.419048619663648,19.4671277894354,0.0371057764227642,9.0,11.1,7.9,9.1,17.0,14.5,29.3,39.7,3.9
39005,2019,52823.0,0.1380336858597728,0.2094569842477527,0.0350215110574382,0.2241232094800579,7.9091518696061565,7.947859821427708,14.00379221873452,0.0323080973221887,8.3,10.3,8.1,10.2,21.9,12.2,31.5,33.6,3.9
39005,2020,55422.0,0.1254570696701276,0.219874453536599,0.0378315860164906,0.20239682021975,6.914502493917737,7.233825967337112,13.37237233921628,0.0308109597835875,7.9,9.7,8.5,9.9,21.9,12.3,28.6,36.9,3.8
39005,2021,58168.0,0.1237950078188404,0.2219852711194518,0.0359607977729474,0.2643451804817927,7.418968865856191,8.206829142531628,15.832355697585694,0.0318045589242867,8.1,10.4,7.9,9.6,19.8,12.4,29.2,38.4,3.6
39005,2022,62254.0,0.1174264850996645,0.2190188847915968,0.0372520749717492,0.2449021300784627,7.451146991940606,7.397094113841873,17.46186379525497,0.0325461308166979,7.8,10.4,8.5,10.1,22.2,12.3,28.3,36.7,3.7
39005,2023,64991.0,0.1377868917107027,0.2206422528940338,0.0368761009982384,0.2638548152835235,7.427571892220778,9.763298178742453,19.755031157256813,0.03422298058955,9.8,11.0,8.2,9.6,17.7,13.9,30.7,38.3,4.0
39007,2019,46700.0,0.1989347874330279,0.1427676072761194,0.0688115621835588,0.1748528746678218,6.800757725243315,7.609890434096152,13.40941402868139,0.0343360528455284,8.3,10.8,9.3,12.4,25.8,14.8,36.3,43.3,4.7
39007,2020,47925.0,0.1923497499814211,0.1493032224137427,0.0715913753020011,0.1685216611965854,6.214477755230626,6.966358351095582,13.636379017408457,0.033007347107438,8.1,10.1,10.0,11.7,26.2,14.4,31.7,37.4,4.5
39007,2021,49680.0,0.1890467388434116,0.1508347391076726,0.0764700613551883,0.2192554606251037,6.768728566986407,8.21231514279517,15.425660162715957,0.0340921788617886,8.2,10.8,9.3,12.0,25.9,15.0,33.1,45.6,4.3
39007,2022,53663.0,0.1801195577421573,0.1567779331236164,0.0758838494604789,0.2182133810873036,6.853458889871295,7.24982840359173,15.924330359100068,0.0348794612244897,7.8,10.8,10.1,12.7,26.0,14.3,31.8,41.8,4.5
39007,2023,55507.0,0.1826770984829987,0.1597084548104956,0.0689601940677031,0.2240106859573276,6.988066260001136,9.60572033061311,18.497628862814,0.0363594390243902,9.6,11.3,9.2,11.0,20.1,16.2,34.5,45.8,4.5
39009,2019,40905.0,0.3015824981754099,0.3019413800562405,0.071638343507672,0.2108320296578143,7.194620541986281,6.394166666666666,14.199502510665768,0.0317856877436059,5.9,11.2,6.6,9.0,22.3,10.4,29.7,30.9,3.3
39009,2020,42414.0,0.2789333805811481,0.3180585756087085,0.0584205890987376,0.1756713407211066,6.370646610187815,6.146511627906977,14.232007395426818,0.0296653470574325,5.5,10.5,6.9,8.7,21.8,10.3,25.2,33.4,3.2
39009,2021,47061.0,0.2548200931544471,0.3405803160799397,0.0583536064172529,0.2534687397898383,6.823541102328639,6.084070796460177,16.156195187152772,0.03026651789272,5.9,11.5,6.2,8.4,17.8,10.2,27.2,34.9,2.9
39009,2022,48750.0,0.244454852004496,0.3427092273192879,0.057011094773426,0.2435513612662201,6.949388578524131,5.468907563025209,15.897700201698305,0.0313138280674656,5.6,11.6,7.0,9.3,23.0,10.5,26.5,36.6,3.1
39009,2023,53837.0,0.2211004917880671,0.3542646532992271,0.0575165976467494,0.2544341138337225,6.901850402924106,6.693710636363637,18.448826546031288,0.0332290873031749,7.3,11.6,6.2,7.7,15.2,11.5,24.8,34.5,3.1
39011,2019,64074.0,0.0837774225064393,0.1887011479427318,0.0298878171958438,0.2393124170323076,8.105193840282928,7.846408650573503,16.875720131139996,0.0331736876363276,8.3,10.0,7.6,9.5,20.4,11.5,28.8,39.3,3.7
39011,2020,66193.0,0.0789093896400897,0.1917460113226968,0.0329248978911394,0.2190893876169632,7.252766048212822,6.797250435897925,16.580484920341437,0.0313902139298584,8.0,9.2,8.0,9.0,21.7,11.7,26.2,34.5,3.5
39011,2021,69315.0,0.0728061716489874,0.2005229925377894,0.0330720235178833,0.2484147955982944,7.705003093770498,8.046036204961403,18.23840195418176,0.0323448129501839,8.1,9.7,7.3,8.4,18.0,12.2,26.8,37.3,3.3
39011,2022,75231.0,0.0660178390966211,0.2071328848838685,0.0286398117723418,0.2278066399450558,7.639454935762325,7.499321978189564,18.07692030183338,0.0333278089284694,7.8,9.7,8.0,9.1,20.9,11.7,27.4,37.0,3.4
39011,2023,76454.0,0.0747352031753689,0.207557329279108,0.0247252747252747,0.2543860155188455,7.589111107285396,9.24060105443463,19.40817143480969,0.0350340721918465,9.8,10.7,7.5,8.1,15.3,12.2,26.5,39.5,3.5
39013,2019,50904.0,0.1233180356529611,0.1666600413420257,0.0533215640120308,0.1493684684065934,7.295997046703297,8.658064516129032,15.699029126213592,0.0313680741438139,8.7,10.0,8.6,10.8,24.4,13.0,35.0,36.7,4.2
39013,2020,51574.0,0.1174656396792509,0.1615802885290636,0.0560863468875338,0.19659119385311435,5.6670731065573765,7.015217391304348,19.146067415730336,0.0301490854501276,8.2,9.6,9.1,10.1,22.5,13.7,29.9,36.1,4.0
39013,2021,54191.0,0.1125717547810091,0.1600032438569459,0.0542138984721537,0.2438139192996353,5.433499989041096,8.085714285714285,20.633802816901408,0.0306419359309421,8.3,10.1,8.4,10.0,21.3,13.7,31.1,38.7,3.8
39013,2022,56943.0,0.1401385460625846,0.1743010356543452,0.0603938152504294,0.246773781725846,5.9779108736263735,6.719819819819819,15.413793103448276,0.0310008766069075,8.2,10.0,8.9,10.7,23.1,12.9,30.0,39.1,3.9
39013,2023,58411.0,0.1427123715154342,0.1871861113981605,0.0567523743340282,0.2686719054514251,4.916911796491228,7.742695370600415,18.851162790697675,0.0329969767871764,10.0,11.1,8.6,9.8,18.1,14.5,32.1,40.9,4.1
39015,2019,54575.0,0.1530364561452644,0.1490965342461244,0.0488312442530126,0.2445551695900152,7.04813520186195,8.009772677325318,15.636375501137636,0.0334859899974949,8.4,10.7,8.4,11.1,23.5,13.4,33.5,37.4,4.2
39015,2020,57200.0,0.1682173079620365,0.1431105271801609,0.0435169177574709,0.236552182442908,6.903835082508473,7.559254934289586,15.672478500708648,0.0306869207209996,8.0,10.0,9.1,10.7,23.7,13.3,28.9,37.8,4.1
39015,2021,59766.0,0.1596984714176031,0.1457821457821458,0.0449376006441223,0.2523681381289134,7.290100063516986,8.635042200245135,17.253725063847774,0.0313792798448719,8.3,10.5,8.8,10.9,23.7,13.7,31.6,43.4,3.9
39015,2022,66677.0,0.1589951339898954,0.1454336776520741,0.0437528191249436,0.2304889225944292,7.257798261881667,7.66417996287759,16.770415581901705,0.0327658212200812,7.7,10.4,9.2,11.4,25.5,13.2,30.5,37.9,4.1
39015,2023,69990.0,0.1741089051433879,0.1577810505645557,0.043126951866356,0.26403527493907,7.225002980176878,9.552812223708353,18.570330387353525,0.0349159316960416,9.7,11.4,8.7,10.4,19.7,14.5,34.1,41.6,4.2
39017,2019,66117.0,0.1252667682926829,0.3023822336881283,0.0458526612911594,0.2423756886791436,10.215057766489265,9.9875,25.82777777777778,0.0337769537366548,7.1,10.3,6.7,8.2,20.9,11.3,27.6,33.8,3.4
39017,2020,69023.0,0.1150959064928601,0.3125863495388578,0.0493278610210759,0.2445695710363264,10.515561394733847,9.148133595284872,22.10869565217392,0.0312520223266745,6.9,9.5,6.9,8.1,20.6,11.0,25.1,33.2,3.2
39017,2021,72281.0,0.1136675824175824,0.3180939676059677,0.051547177480819,0.2320473976093809,10.303321910062646,11.264248856490871,29.552734375,0.0318715677267373,7.0,10.3,6.5,7.7,17.2,11.8,27.6,43.4,3.1
39017,2022,77062.0,0.1184908543054789,0.3190416645026747,0.0505645507074749,0.2023506548673753,10.83180599769476,9.244576855029583,24.018970189701896,0.0332065815347721,6.7,10.0,6.7,8.0,19.0,10.9,25.8,35.2,3.1
39017,2023,81194.0,0.1172312426310808,0.3253044149109621,0.0479283806488844,0.2483775734884355,10.97080391486147,12.171315100099353,24.55844155844156,0.034581229239766,8.2,10.8,6.6,7.2,14.6,12.5,27.8,39.0,3.3
39019,2019,55267.0,0.1227627181581879,0.1327158923210014,0.0516574376090419,0.2016073725072499,7.026612091828267,8.222873090635968,14.521948002212376,0.0318232719122049,9.0,10.2,8.8,11.2,22.6,13.6,31.6,37.5,4.3
39019,2020,52574.0,0.1302706339712918,0.1321312143439282,0.0369776209192267,0.0807912775496983,6.23676238084662,7.466750712585088,13.693815076711063,0.0307362025150999,8.5,9.7,9.6,11.0,23.6,13.8,31.2,40.6,4.3
39019,2021,55954.0,0.1321519179067742,0.1410064516129032,0.0358161648177496,0.2441044205328401,6.524774044534581,8.864908570427419,16.84232725745469,0.0314132539368699,8.7,10.1,8.8,10.5,21.5,13.8,30.1,38.6,4.0
39019,2022,59872.0,0.1219104114381321,0.1345303148581837,0.0391872278664731,0.2440910700140481,6.8473037993827255,7.713858036046232,15.587575148989266,0.0317967353078011,8.3,10.2,9.7,11.3,23.5,13.8,29.8,38.2,4.2
39019,2023,64675.0,0.124624110235621,0.1403062548663379,0.039229960365607,0.266588389084038,6.783241311094855,9.792309078247746,18.650682578023456,0.0335696419965672,10.4,11.1,9.1,10.5,19.0,14.9,32.4,38.9,4.4
39021,2019,60112.0,0.1014592184077895,0.160844629822732,0.0499303657089802,0.2289174681623348,8.13856030275021,8.965516231260812,16.78958881772787,0.0329463017963824,8.3,10.0,7.8,9.9,22.4,12.6,30.2,38.6,3.9
39021,2020,59909.0,0.1061165304508304,0.1589399057199064,0.0580759414552841,0.2099952087526143,7.332971354173649,7.57746926168004,16.293630118058626,0.030841917444889,7.9,9.7,8.5,9.9,22.5,12.5,28.1,37.4,3.8
39021,2021,62865.0,0.1018670333738826,0.1674805771365149,0.0577945990180032,0.2560281574923209,7.895305501396106,9.162418006548316,17.835162923488625,0.031231960906936,8.0,10.2,7.7,9.4,20.5,12.5,28.2,40.5,3.5
39021,2022,70486.0,0.0924818959842001,0.1814573916877962,0.0452411007321383,0.2468322119736519,7.819633785913468,7.920027163011581,17.381642293993355,0.0325981935060189,7.7,10.1,8.3,10.1,23.5,12.1,27.5,40.9,3.7
39021,2023,74239.0,0.0819998428620066,0.1910741744160503,0.0518762146808192,0.2549347607043256,7.706785085861663,10.055704824738951,19.54795540444301,0.0341886909565588,9.7,11.0,7.5,8.5,16.4,12.7,27.5,43.2,3.6
39023,2019,50873.0,0.1489946477650802,0.1870685538140928,0.0667932211693023,0.2345654208449893,8.106898647279769,10.0932536313912,17.051134372451603,0.0323879346938775,8.1,11.0,8.7,10.8,23.5,13.9,31.6,40.6,4.3
39023,2020,51504.0,0.1526333880762326,0.1892528947882948,0.068112034165121,0.2109419143899832,7.397845535716733,7.579903217557251,16.554239752563895,0.0302228012820512,8.0,10.4,9.0,10.6,24.6,13.9,29.9,38.7,4.2
